inning,ball,wickets_so_far,balls_in_partnership,runs_so_far,run_rate_last_5_overs,balls_since_last_boundary,boundary_this_over,wicket_this_over,strike_rate,bowling_average,batting_average,bowling_strike_rate,required_run_rate,big_moment
2,23.6,3,18,89,4.2,7,0,0,93.5,46.92,35.31,56.1,7.348484848484849,0
2,24.1,3,19,89,4.0,8,0,0,80.89,28.2,59.84,28.4,7.4903474903474905,0
2,24.2,3,20,90,4.2,9,0,0,93.5,28.2,35.31,28.4,7.48062015503876,0
2,24.3,3,21,90,4.2,10,0,0,93.5,28.2,35.31,28.4,7.509727626459144,0
2,24.4,3,22,91,4.2,11,0,0,80.89,28.2,59.84,28.4,7.5,0
2,24.5,3,23,93,4.4,12,0,0,80.89,28.2,59.84,28.4,7.450980392156863,0
2,24.6,3,24,93,4.2,13,0,0,80.89,28.2,59.84,28.4,7.480314960629921,0
2,25.1,3,25,94,4.0,14,1,0,80.89,46.92,59.84,56.1,7.590361445783133,1
2,25.2,3,26,100,4.8,0,0,0,80.89,46.92,59.84,56.1,7.379032258064516,0
2,25.3,3,27,101,5.0,1,0,0,93.5,46.92,35.31,56.1,7.368421052631579,0
2,25.4,3,28,101,5.0,2,0,0,93.5,46.92,35.31,56.1,7.398373983739837,0
2,25.5,3,29,102,5.2,3,0,0,80.89,46.92,59.84,56.1,7.387755102040816,0
2,25.6,3,30,103,5.4,4,0,0,93.5,46.92,35.31,56.1,7.3770491803278695,0
2,26.1,3,31,103,5.4,5,0,0,80.89,38.56,59.84,43.9,7.531380753138076,0
2,26.2,3,32,107,6.2,0,0,0,80.89,38.56,59.84,43.9,7.394957983193277,0
2,26.3,3,33,108,6.2,1,0,0,93.5,38.56,35.31,43.9,7.383966244725738,0
2,26.4,3,34,109,6.4,2,0,0,80.89,38.56,59.84,43.9,7.372881355932203,0
2,26.5,3,35,111,6.8,3,0,0,80.89,38.56,59.84,43.9,7.319148936170213,0
2,26.6,3,36,111,6.6,4,0,0,80.89,38.56,59.84,43.9,7.350427350427351,0
2,27.1,3,37,111,6.4,5,0,0,93.5,46.92,35.31,56.1,7.510917030567686,0
2,27.2,3,38,112,6.4,6,0,0,80.89,46.92,59.84,56.1,7.5,0
2,27.3,3,39,113,6.4,7,0,0,93.5,46.92,35.31,56.1,7.48898678414097,0
2,27.4,3,40,113,6.2,8,0,0,93.5,46.92,35.31,56.1,7.522123893805309,0
2,27.5,3,41,114,5.6,9,0,0,80.89,46.92,59.84,56.1,7.511111111111111,0
2,27.6,3,42,115,5.8,10,0,0,93.5,46.92,35.31,56.1,7.500000000000001,0
2,28.1,3,43,119,6.4,0,0,1,80.89,38.56,59.84,43.9,7.488584474885846,1
2,28.2,3,44,120,6.6,1,0,1,93.5,38.56,35.31,43.9,7.477064220183486,1
2,28.3,4,0,120,6.6,2,0,0,87.56,38.56,50.57,43.9,7.5115207373271895,0
2,28.4,4,1,121,6.6,3,0,0,80.89,38.56,59.84,43.9,7.499999999999999,0
2,28.5,4,2,121,6.6,4,0,0,80.89,38.56,59.84,43.9,7.534883720930233,0
2,28.6,4,3,122,6.6,5,0,0,87.56,38.56,50.57,43.9,7.5233644859813085,0
2,29.1,4,4,123,6.8,6,0,0,87.56,34.26,50.57,37.7,7.6555023923444985,0
2,29.2,4,5,125,7.0,7,0,0,87.56,34.26,50.57,37.7,7.596153846153846,0
2,29.3,4,6,125,7.0,8,0,0,87.56,34.26,50.57,37.7,7.632850241545894,0
2,29.4,4,7,125,6.8,9,0,0,87.56,34.26,50.57,37.7,7.6699029126213585,0
2,29.5,4,8,125,6.4,10,0,0,87.56,34.26,50.57,37.7,7.7073170731707314,0
2,29.6,4,9,126,6.6,11,0,0,80.89,34.26,59.84,37.7,7.696078431372549,0
2,30.1,4,10,128,6.8,12,0,0,87.56,38.56,50.57,43.9,7.788944723618091,0
2,30.2,4,11,132,6.4,0,0,0,87.56,38.56,50.57,43.9,7.626262626262626,0
2,30.3,4,12,132,6.2,1,0,0,87.56,38.56,50.57,43.9,7.664974619289341,0
2,30.4,4,13,132,6.2,2,0,0,87.56,38.56,50.57,43.9,7.704081632653061,0
2,30.5,4,14,134,6.4,3,0,0,87.56,38.56,50.57,43.9,7.641025641025641,0
2,30.6,4,15,134,6.2,4,0,0,87.56,38.56,50.57,43.9,7.680412371134021,0
2,31.1,4,16,134,6.2,5,0,0,80.89,34.26,59.84,37.7,7.883597883597885,0
2,31.2,4,17,135,5.6,6,0,0,87.56,34.26,50.57,37.7,7.872340425531915,0
2,31.3,4,18,135,5.4,7,0,0,87.56,34.26,50.57,37.7,7.914438502673797,0
2,31.4,4,19,135,5.2,8,0,0,87.56,34.26,50.57,37.7,7.956989247311827,0
2,31.5,4,20,135,4.8,9,0,0,87.56,34.26,50.57,37.7,8.0,0
2,31.6,4,21,135,4.8,10,0,0,87.56,34.26,50.57,37.7,8.043478260869566,0
2,32.1,4,22,135,4.8,11,0,0,80.89,25.03,59.84,24.7,8.268156424581006,0
2,32.2,4,23,135,4.6,12,0,0,80.89,25.03,59.84,24.7,8.314606741573035,0
2,32.3,4,24,136,4.6,13,0,0,87.56,25.03,50.57,24.7,8.305084745762711,0
2,32.4,4,25,137,4.8,14,0,0,80.89,25.03,59.84,24.7,8.295454545454545,0
2,32.5,4,26,137,4.6,15,0,0,80.89,25.03,59.84,24.7,8.342857142857143,0
2,32.6,4,27,137,4.4,16,0,0,80.89,25.03,59.84,24.7,8.39080459770115,0
2,33.1,4,28,137,3.6,17,0,0,87.56,46.92,50.57,56.1,8.63905325443787,0
2,33.2,4,29,137,3.4,18,0,0,87.56,46.92,50.57,56.1,8.690476190476192,0
2,33.3,4,30,137,3.4,19,0,0,87.56,46.92,50.57,56.1,8.74251497005988,0
2,33.4,4,31,137,3.2,20,0,0,87.56,46.92,50.57,56.1,8.795180722891565,0
2,33.5,4,32,137,3.2,21,0,0,87.56,46.92,50.57,56.1,8.848484848484848,0
2,33.6,4,33,137,3.0,22,0,0,87.56,46.92,50.57,56.1,8.902439024390244,0
2,33.7,4,34,138,3.0,23,0,0,80.89,46.92,59.84,56.1,8.895705521472394,0
2,34.1,4,35,139,2.8,24,0,0,80.89,25.03,59.84,24.7,9.056603773584907,0
2,34.2,4,36,141,3.2,25,0,0,80.89,25.03,59.84,24.7,8.9873417721519,0
2,34.3,4,37,143,3.6,26,0,0,80.89,25.03,59.84,24.7,8.917197452229297,0
2,34.4,4,38,144,3.8,27,0,0,87.56,25.03,50.57,24.7,8.910256410256409,0
2,34.5,4,39,145,3.8,28,0,0,80.89,25.03,59.84,24.7,8.903225806451612,0
2,34.6,4,40,149,4.2,0,0,0,80.89,25.03,59.84,24.7,8.701298701298702,0
2,35.1,4,41,152,4.0,1,1,0,80.89,28.2,59.84,28.4,8.791946308724834,1
2,35.2,4,42,156,4.8,0,0,0,80.89,28.2,59.84,28.4,8.581081081081082,0
2,35.3,4,43,156,4.8,1,0,0,80.89,28.2,59.84,28.4,8.639455782312924,0
2,35.4,4,44,158,4.8,2,0,0,80.89,28.2,59.84,28.4,8.561643835616438,0
2,35.5,4,45,162,5.6,0,0,0,80.89,28.2,59.84,28.4,8.344827586206897,0
2,35.6,4,46,163,5.8,1,0,0,87.56,28.2,50.57,28.4,8.333333333333334,0
2,36.1,4,47,163,5.6,2,0,0,80.89,25.03,59.84,24.7,8.633093525179858,0
2,36.2,4,48,163,5.6,3,0,0,80.89,25.03,59.84,24.7,8.695652173913045,0
2,36.3,4,49,164,5.8,4,0,0,87.56,25.03,50.57,24.7,8.686131386861312,0
2,36.4,4,50,165,6.0,5,0,0,80.89,25.03,59.84,24.7,8.676470588235293,0
2,36.5,4,51,169,6.8,0,0,0,80.89,25.03,59.84,24.7,8.444444444444445,0
2,36.6,4,52,169,6.8,1,0,0,80.89,25.03,59.84,24.7,8.507462686567164,0
2,37.1,4,53,170,7.0,2,1,0,80.89,34.26,59.84,37.7,8.759689922480622,1
2,37.2,4,54,171,7.0,3,1,0,87.56,34.26,50.57,37.7,8.750000000000002,1
2,37.3,4,55,175,7.6,0,0,0,87.56,34.26,50.57,37.7,8.503937007874013,0
2,37.4,4,56,175,7.6,1,0,0,87.56,34.26,50.57,37.7,8.571428571428571,0
2,37.5,4,57,176,7.8,2,0,0,80.89,34.26,59.84,37.7,8.56,0
2,37.6,4,58,180,8.6,0,0,0,80.89,34.26,59.84,37.7,8.306451612903226,0
2,38.1,4,59,180,8.6,1,1,0,87.56,25.03,50.57,24.7,8.65546218487395,1
2,38.2,4,60,180,8.6,2,1,0,87.56,25.03,50.57,24.7,8.728813559322036,1
2,38.3,4,61,186,9.8,0,0,0,87.56,25.03,50.57,24.7,8.290598290598288,0
2,38.4,4,62,187,10.0,1,0,0,80.89,25.03,59.84,24.7,8.275862068965516,0
2,38.5,4,63,188,10.2,2,0,0,87.56,25.03,50.57,24.7,8.26086956521739,0
2,38.6,4,64,189,10.2,3,0,0,80.89,25.03,59.84,24.7,8.245614035087721,0
2,39.1,4,65,190,10.2,4,1,0,80.89,46.92,59.84,56.1,8.532110091743121,1
2,39.2,4,66,191,10.0,5,1,0,87.56,46.92,50.57,56.1,8.51851851851852,1
2,39.3,4,67,197,10.8,0,0,0,87.56,46.92,50.57,56.1,8.037383177570092,0
2,39.4,4,68,198,10.8,1,0,0,80.89,46.92,59.84,56.1,8.018867924528301,0
2,39.5,4,69,199,10.8,2,0,0,87.56,46.92,50.57,56.1,8.0,0
2,39.6,4,70,199,10.0,3,0,0,87.56,46.92,50.57,56.1,8.076923076923078,0
2,40.1,4,71,200,9.6,4,0,0,87.56,38.56,50.57,43.9,8.383838383838386,0
2,40.2,4,72,201,9.0,5,0,0,80.89,38.56,59.84,43.9,8.367346938775512,0
2,40.3,4,73,202,9.2,6,0,0,87.56,38.56,50.57,43.9,8.350515463917523,0
2,40.4,4,74,202,8.8,7,0,0,87.56,38.56,50.57,43.9,8.437499999999998,0
2,40.5,4,75,202,8.0,8,0,0,87.56,35.4,50.57,39.6,8.526315789473685,0
2,40.6,4,76,202,7.8,9,0,0,87.56,35.4,50.57,39.6,8.617021276595747,0
2,40.7,4,77,203,8.0,10,0,0,80.89,35.4,59.84,39.6,8.602150537634412,0
2,40.8,4,78,203,8.0,11,0,0,80.89,35.4,59.84,39.6,8.695652173913041,0
2,41.1,4,79,204,8.0,12,0,0,80.89,34.26,59.84,37.7,8.876404494382024,0
2,41.2,4,80,205,8.0,13,0,0,87.56,34.26,50.57,37.7,8.863636363636367,0
2,41.3,4,81,205,7.2,14,0,0,87.56,34.26,50.57,37.7,8.965517241379308,0
2,41.4,4,82,205,7.2,15,0,0,87.56,34.26,50.57,37.7,9.069767441860463,0
2,41.5,4,83,206,7.2,16,0,0,80.89,34.26,59.84,37.7,9.058823529411764,0
2,41.6,4,84,207,7.2,17,0,0,87.56,34.26,50.57,37.7,9.04761904761905,0
2,41.7,4,85,208,6.6,18,0,0,80.89,34.26,59.84,37.7,9.036144578313255,0
2,41.8,4,86,209,6.8,19,0,0,87.56,34.26,50.57,37.7,9.024390243902436,0
2,42.1,4,87,209,6.6,20,0,1,80.89,28.2,59.84,28.4,9.367088607594939,1
2,42.2,4,88,209,5.8,21,0,1,80.89,28.2,59.84,28.4,9.48717948717949,1
2,42.3,4,89,210,6.0,22,0,1,87.56,28.2,50.57,28.4,9.480519480519478,1
2,42.4,5,0,210,6.0,23,0,1,86.18,28.2,31.25,28.4,9.605263157894735,1
2,42.5,5,1,210,4.8,24,0,1,86.18,28.2,31.25,28.4,9.733333333333333,1
2,42.6,5,2,210,4.6,25,0,1,86.18,28.2,31.25,28.4,9.864864864864867,1
2,43.1,6,0,210,4.4,26,1,0,80.89,46.92,59.84,56.1,10.579710144927539,1
2,43.2,6,1,216,5.4,0,0,0,80.89,46.92,59.84,56.1,9.852941176470592,0
2,43.3,6,2,216,5.2,1,0,0,80.89,46.92,59.84,56.1,9.999999999999996,0
2,43.4,6,3,218,5.4,2,0,0,80.89,46.92,59.84,56.1,9.848484848484846,0
2,43.5,6,4,219,4.4,3,0,0,86.98,46.92,16.07,56.1,9.846153846153847,0
2,43.6,6,5,219,4.2,4,0,0,86.98,46.92,16.07,56.1,10.000000000000002,0
2,44.1,6,6,219,4.0,5,1,1,80.89,28.2,59.84,28.4,10.847457627118647,1
2,44.2,6,7,223,4.8,0,0,1,80.89,28.2,59.84,28.4,10.344827586206902,1
2,44.3,7,0,223,4.6,1,0,0,74.82,28.2,14.21,28.4,10.52631578947368,0
2,44.4,7,1,225,4.8,2,0,0,74.82,28.2,14.21,28.4,10.357142857142854,0
2,44.5,7,2,225,4.6,3,0,0,74.82,28.2,14.21,28.4,10.545454545454545,0
2,44.6,7,3,229,5.4,0,0,0,74.82,28.2,14.21,28.4,10.000000000000002,0
2,44.7,7,4,229,5.4,1,0,0,74.82,28.2,14.21,28.4,10.188679245283025,0
2,45.1,7,5,229,5.4,2,0,1,86.98,46.92,16.07,56.1,11.020408163265309,1
2,45.2,8,0,229,5.2,3,0,0,35.46,46.92,4.8,56.1,11.250000000000007,0
2,45.3,8,1,229,5.2,4,0,0,35.46,46.92,4.8,56.1,11.489361702127653,0
2,45.4,8,2,229,5.0,5,0,0,35.46,46.92,4.8,56.1,11.739130434782606,0
2,45.5,8,3,230,5.0,6,0,0,86.98,46.92,16.07,56.1,11.777777777777779,0
2,45.6,8,4,231,5.2,7,0,0,35.46,46.92,4.8,56.1,11.818181818181822,0
2,46.1,8,5,232,5.4,8,1,0,35.46,28.2,4.8,28.4,13.076923076923082,1
2,46.2,8,6,232,5.2,9,1,0,35.46,28.2,4.8,28.4,13.421052631578958,1
2,46.3,8,7,233,5.2,10,1,0,86.98,28.2,16.07,28.4,13.513513513513503,1
2,46.4,8,8,239,6.2,0,0,0,86.98,28.2,16.07,28.4,12.222222222222218,0
2,46.5,8,9,239,6.0,1,0,0,86.98,28.2,16.07,28.4,12.571428571428571,0
2,46.6,8,10,241,6.4,2,0,0,86.98,28.2,16.07,28.4,12.352941176470594,0
2,47.1,8,11,242,6.6,3,0,1,86.98,35.4,16.07,39.6,14.137931034482765,1
2,47.2,8,12,244,6.8,4,0,1,86.98,35.4,16.07,39.6,13.928571428571443,1
2,47.3,9,0,244,6.8,5,0,0,35.46,35.4,4.8,39.6,14.444444444444429,0
2,47.4,9,1,245,7.0,6,0,0,81.66,35.4,7.55,39.6,14.615384615384608,0
2,47.5,9,2,246,7.2,7,0,0,35.46,35.4,4.8,39.6,14.8,0
2,47.6,9,3,247,7.4,8,0,0,81.66,35.4,7.55,39.6,15.000000000000009,0
2,48.1,9,4,248,6.4,9,0,1,81.66,34.26,7.55,37.7,18.421052631578963,1
2,48.2,9,5,252,7.2,0,0,1,81.66,34.26,7.55,37.7,17.22222222222225,1
2,48.3,9,6,253,7.0,1,0,1,35.46,34.26,4.8,37.7,17.64705882352938,1
2,48.4,9,7,253,6.8,2,0,1,35.46,34.26,4.8,37.7,18.749999999999982,1
